Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET brun inchis cu capac din PEID si sigiliu x 300 ml sol. orala+masura dozatoare din PP avand capacitatea de 30 ml gradata la  fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET brun inchis cu capac din PEID si sigiliu x 500 ml sol. orala+masura dozatoare din PP avand capacitatea de 30 ml gradata la  fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET brun inchis cu capac din PEID si sigiliu x 1000 ml sol. orala+masura dozatoare din PP avand capacitatea de 30 ml gradata la  fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac cu filet din PEID la interior si copolimer PEID/PEJD la exterior x 100 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac cu filet din PEID la interior si copolimer PEID/PEJD la exterior x 200 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac cu filet din PEID la interior si copolimer PEID/PEJD la exterior x 300 ml sol.
orala cu masura dozatoare din PP",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"avand capacitatea de 30 ml gradata la fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",,
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac cu filet din PEID la interior si copolimer PEID/PEJD la exterior x 500 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac cu filet din PEID la interior si copolimer PEID/PEJD la exterior x 1000 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac din PEID si sigilliu x 100 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la  fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac din PEID si sigilliu x 200 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la  fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac din PEID si sigilliu x 300 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la  fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac din PEID si sigilliu x 500 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la  fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 1 flac. din PET alb cu capac din PEID si sigilliu x 1000 ml sol. orala cu masura dozatoare din PP avand capacitatea de 30 ml gradata la  fiecare 5 ml - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.- 1 an",OTC,A06AD11
SMECTA 3 g/plic,DIOSMECTITA,"PULB. PT. SUSP.
ORALA",3g/plic,IPSEN PHARMA - FRANTA,"Cutie cu 10 plicuri hartie/Al/PE x 3.76
g pulb. pt. susp. orala - 3 ani",OTC,A07BC05
SOLPADEINE,COMBINATII,COMPR.,,HIPOCRATE 2000 SRL - ROMANIA,"Cutie x 1 blist. Al/PVC x 12 compr. - 5
ani",OTC,N02BE51
SOLPADEINE,COMBINATII,COMPR.,,HIPOCRATE 2000 SRL - ROMANIA,"Cutie x 2 blist. Al/PVC x 12 compr. - 5
ani",OTC,N02BE51
SOLPADEINE,COMBINATII,COMPR.,,HIPOCRATE 2000 SRL - ROMANIA,"Cutie x 2 blist. Al/PVC x 8 compr. - 5
ani",OTC,N02BE51
SOLPADEINE,COMBINATII,COMPR.,,HIPOCRATE 2000 SRL - ROMANIA,"Cutie x 4 blist. Al/PVC x 8 compr. - 5
ani",OTC,N02BE51
SOLPADEINE,COMBINATII,COMPR.,,HIPOCRATE 2000 SRL - ROMANIA,"Cutie tip portofel x 1 blist. Al/PVC x 12
compr. - 5 ani",OTC,N02BE51
SOLPADEINE,COMBINATII,COMPR.,,HIPOCRATE 2000 SRL - ROMANIA,"Cutie tip portofel x 1 blist. Al/PVC x 8
compr. - 5 ani",OTC,N02BE51
SOLPADEINE 500 mg/8 mg/30 mg,COMBINATII,COMPR. EFF.,500mg/8mg/30 mg,HIPOCRATE 2000 SRL - ROMANIA,"Cutie cu 2 folii din hartie-PE-Al-PE x 2
compr. eff. - 4 ani",OTC,N02BE51
SOLPADEINE 500 mg/8 mg/30 mg,COMBINATII,COMPR. EFF.,500mg/8mg/30 mg,HIPOCRATE 2000 SRL - ROMANIA,"Cutie cu 4  folii din hartie-PE-Al-PE x 2
compr. eff. - 4 ani",OTC,N02BE51
SOLPADEINE 500 mg/8 mg/30 mg,COMBINATII,COMPR. EFF.,500mg/8mg/30 mg,HIPOCRATE 2000 SRL - ROMANIA,"Cutie cu 6  folii din hartie-PE-Al-PE x 2
compr. eff. - 4 ani",OTC,N02BE51
SOLPADEINE 500 mg/8 mg/30 mg,COMBINATII,COMPR. EFF.,500mg/8mg/30 mg,HIPOCRATE 2000 SRL - ROMANIA,"Cutie cu 12  folii din hartie-PE-Al-PE x
2 compr. eff. - 4 ani",OTC,N02BE51
SOLPADEINE 500 mg/8 mg/30 mg,COMBINATII,COMPR. EFF.,500mg/8mg/30 mg,HIPOCRATE 2000 SRL - ROMANIA,"Cutie cu 30 folii  folii din
hartie-PE-Al-PE x 2 compr. eff. - 4 ani",OTC,N02BE51
"SOLUTIE CONTRA AFTELOR
BUCALE 2.425 mg/21.34 mg/ml",COMBINATII,"PIC.
BUCOFARINGIEN","2.425mg/21.34
mg/ml",MEDUMAN S.A. - ROMANIA,"Cutie cu 1 flac. din sticla bruna si
picurator din PE a 10 ml pic.",OTC,A01AD11
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,bucofaringiene. sol. - 3 ani,,
SOMAC CONTROL,PANTOPRAZOLUM,COMPR. GASTROREZ.,20mg,NYCOMED GMBH - GERMANIA,"Cutie x blist. Al/Al x 7comp.gstrorez. -
3 ani",OTC,A02BC02
SOMAC CONTROL,PANTOPRAZOLUM,COMPR. GASTROREZ.,20mg,NYCOMED GMBH - GERMANIA,"Cutie x blist. Al/Al x 14 comp.
gastrorez. - 3 ani",OTC,A02BC02
SOMAC CONTROL,PANTOPRAZOLUM,COMPR. GASTROREZ.,20mg,NYCOMED GMBH - GERMANIA,"Cutie x blist.  Al/Al cu suport carton x 7
comp. gastrorez. - 3 ani",OTC,A02BC02
SOMAC CONTROL,PANTOPRAZOLUM,COMPR. GASTROREZ.,20mg,NYCOMED GMBH - GERMANIA,"Cutie x blist. Al/Al cu suport carton x
14 comp. gastrorez. - 3 ani",OTC,A02BC02
SOYFEM 100 mg,EXTRACT USCAT DE SEMINTE DE SOIA - GLYCINE MAX,COMPR. FILM.,100mg,BMF PHARM S.R.L. - ROMANIA,"Cutie x 3 blist. PVC-PVDC/Al x 10
compr. film. - 3 ani",OTC,C01AXN1
SOYFEM 100 mg,EXTRACT USCAT DE SEMINTE DE SOIA - GLYCINE MAX,COMPR. FILM.,100mg,BMF PHARM S.R.L. - ROMANIA,"Cutie x 6 blist. PVC-PVDC/Al x 10
compr. film. - 3 ani",OTC,C01AXN1
SPASMOCALM,DROTAVERINUM,COMPR.,40mg,MAGISTRA C & C - ROMANIA,Cutie x 2 blist. x 10 compr. - 2 ani,OTC,A03AD02
SPAVERIN 40 mg,DROTAVERINUM,CAPS.,40 mg,ANTIBIOTICE S.A. - ROMANIA,"Cutie cu 2 blist. PVC/Al x 10 caps. - 3
ani",OTC,A03AD02
SPAVERIN 40 mg,DROTAVERINUM,CAPS.,40 mg,ANTIBIOTICE S.A. - ROMANIA,"Cutie cu 100 blist. PVC/Al x 10 caps. -
3 ani",OTC,A03AD02
SPAVERIN 80 mg,DROTAVERINUM,CAPS.,80 mg,ANTIBIOTICE S.A. - ROMANIA,"Cutie cu 2 blist. PVC/Al x 10 caps. - 3
ani",OTC,A03AD02
SPAVERIN 80 mg,DROTAVERINUM,CAPS.,80 mg,ANTIBIOTICE S.A. - ROMANIA,"Cutie cu 100 blist. PVC/Al x 10 caps. -
3 ani",OTC,A03AD02
SPAZZ  FORTE 80 mg,DROTAVERINUM,COMPR.,80mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu 1 blist. PVC-PVDC/Al x 10
compr. - 2 ani",OTC,A03AD02
SPAZZ  FORTE 80 mg,DROTAVERINUM,COMPR.,80mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu 2 blist. PVC-PVDC/Al x 10
compr. - 2 ani",OTC,A03AD02
SPAZZ  FORTE 80 mg,DROTAVERINUM,COMPR.,80mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu 3 blist. PVC-PVDC/Al x 10
compr. - 2 ani",OTC,A03AD02
SPAZZ  FORTE 80 mg,DROTAVERINUM,COMPR.,80mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu 5 blist. PVC-PVDC/Al x 10
compr. - 2 ani",OTC,A03AD02
SPAZZ  FORTE 80 mg,DROTAVERINUM,COMPR.,80mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu 10 blist. PVC-PVDC/Al x 10
compr. - 2 ani",OTC,A03AD02
SPAZZ 40 mg,DROTAVERINUM,COMPR.,40mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu un blister din PVC-PVdC/Al a
20 comprimate - 2 ani",OTC,A03AD02
SPAZZ 40 mg,DROTAVERINUM,COMPR.,40mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu 2 blistere din PVC-PVdC/Al a
20 comprimate - 2 ani",OTC,A03AD02
SPAZZ 40 mg,DROTAVERINUM,COMPR.,40mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu 3 blistere din PVC-PVdC/Al a
20 comprimate - 2 ani",OTC,A03AD02
SPAZZ 40 mg,DROTAVERINUM,COMPR.,40mg,LABORMED PHARMA S.A. - ROMANIA,"Cutie cu 5 blistere din PVC-PVdC/Al a
20 comprimate - 2 ani",OTC,A03AD02
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu 10 blistere din PVC-PVdC/Al
a 20 comprimate - 2 ani",OTC,A03AD02
SPERSALLERG®,COMBINATII,SOL. OFT.,,LABORATOIRES  THEA - FRANTA,Cutie x 1 flacon x 10 ml - 3 ani,OTC,S01GA52
STADALAX 5 mg,BISACODYLUM,DRAJ. GASTROREZ.,5mg,STADA ARZNEIMITTEL AG - GERMANIA,"Cutie cu 1 blist. PVC-PVDC/Al x 25
draj. gastrorez. - 3 ani",OTC,A06AB02
STADALAX 5 mg,BISACODYLUM,DRAJ. GASTROREZ.,5mg,STADA ARZNEIMITTEL AG - GERMANIA,"Cutie cu 2 blist. PVC-PVDC/Al x 25
draj. gastrorez. - 3 ani",OTC,A06AB02
STADALAX 5 mg,BISACODYLUM,DRAJ. GASTROREZ.,5mg,STADA ARZNEIMITTEL AG - GERMANIA,"Cutie cu 4 blist. PVC-PVDC/Al x 25
draj. gastrorez. - 3 ani",OTC,A06AB02
STODAL,HOMEOPATE,GRAN. HOMEOPATE,,LAB. BOIRON SA - FRANTA,"Cutie x 2 tuburi din polipropilena x 4 g
granule homeopate + distribuitor de granule din polipropilena - 5 ani",OTC,XRNIT
STODAL,HOMEOPATE,SIROP,,LAB. BOIRON SA - FRANTA,"Cutie x 1 flacon din sticla bruna x 200
ml - 5 ani",OTC,XRNIT
STOPERAN 2 mg,LOPERAMIDUM,CAPS.,2mg,"US PHARMACIA SP. Z.O.O. -
POLONIA","Cutie cu 1 blist. PVC-PVDC/Al x 8
caps. - 2 ani",OTC,A07DA03
STOPTUSSIN®,COMBINATII,"SOL. ORALA IN
PICATURI",,"TEVA CZECH INDUSTRIES S.R.O.
- CEHIA","Cutie x 1 flacon x 10 ml + picator - 5
ani",OTC,R05FB02
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,Cutie plianta de carton cu 1 plic din PET/PE/Al/PE cu granule - 2 ani,OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 2 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 3 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 4 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 5 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 6 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 7 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 8 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 9 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 10 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPFEN 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,Cutie plianta de carton cu 11 plicuri,OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,din PET/PE/Al/PE cu granule - 2 ani,,
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton cu 12 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton cu 13 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton cu 14 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton cu 15 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton cu 16 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC
transparent cu 1 plic din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC
transparent cu 2 plicuri din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC
transparent cu 3 plicuri din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 4 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 5 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 6 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 7 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 8 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 9 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 10 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 11 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 12 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 13 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 14 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC
transparent cu 15 plicuri din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC
transparent cu 16 plicuri din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,Cutie cu 1 blist. PVDC-PVC/Al x 12 pastile - 3 ani,OTC,R02AA03
STREPSILS,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu 2 blist. PVDC-PVC/Al x 12
pastile - 3 ani",OTC,R02AA03
STREPSILS  MIERE SI LAMÂIE,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,Cutie x 1 blist. PVDC-PVC/Al x 12 pastile - 3 ani,OTC,R02AA03
STREPSILS  MIERE SI LAMÂIE,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie x 2 blist. PVDC-PVC/Al x 12
pastile - 3 ani",OTC,R02AA03
STREPSILS  MIERE SI LAMÂIE,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie metalica (staniu) x 1 blist.
PVDC-PVC/Al  x 12 pastile - 3 ani",OTC,R02AA03
STREPSILS  MIERE SI LAMÂIE,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie x 3 blist. PVDC-PVC/Al x 12
pastile - 3 ani",OTC,R02AA03
STREPSILS CLASIC,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INT. LTD. - MAREA BRITANIE,Cutie x 1 blist. PVDC-PVC/Al x 12 pastile - 3 ani,OTC,R02AA03
STREPSILS CLASIC,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INT. LTD. - MAREA BRITANIE,"Cutie x 2 blist. PVDC-PVC/Al x 12
pastile - 3 ani",OTC,R02AA03
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,Cutie plianta de carton cu 1 plic din PET/PE/Al/PE cu granule - 2 ani,OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 2 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 3 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 4 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 5 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 6 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 7 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 8 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 9 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 10 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 11 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 12 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 13 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 14 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 15 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton cu 16 plicuri
din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
